clean,label
apk stres bikin atau pindah akun aja apalagi sistem cod tiba ilang padahal ngga pernah retur barang,0
rumayan bagus aju kembali walau kendala,0
woy aplikasi kalian hampir smua situs iklan kalian sih hapus aja iklan kalian bikin ribet aplikasi kalian,0
aplikasi bagus cuma dia muncul terus aplikasi lain inti benci tuh sama iklan muncul aplikasi lain apalagi aplikasi banyak banget,0
mantap moga limit extranya acc,1
aplikasi bagus,0
alhamdulillah cukup puas belanja shopee,1
alay kalo iklan muncul mulu laku apa gimana pung kampung,0
gasih kalo pasang iklan gausah langsung buka app kira aplikasi ringan aplikasi cukup berat spek pas pas guna rata rata guna device pas pas kau erti ubah cara iklan aplikasi,1
udh kasi bintang lima nihh tambah lagi udh kasi banyak jng lupa garatisin ongkir klo bikin diskon belanja atas gituuu jng lupa yakk oiya diskon tiap hari yakk jng pake bayar dlu baru dapat diskon,1
selamat malam kenapa shopheepay susah sekali aktif kembali,0
hallo shoppe kenapa fitur terima barang customer otomatis pihak kurir,1
kirim spx sangat lama,0
ngebug kahh loading lama amatt jaring lancar padahal kocakk,0
selalu beliin,0
enak gak ribet,0
mantap bagus banget,1
aplikasi payah belanja shope dulu gmpang aja cod sekarang nggak cod tolong baik deh mks,0
paket stuck hari tanpa konfirmasi,1
hrga murce pngirimn brang sesuai hrga,1
biaya layan naik ongkir belum biaya pesan kecil kalian manusia tolong jangan maruk ngerasa sedih liat driver udara panas dingin tapi upah aja gede kalian,0
aplikasi bagus cuma paket suka titipin terus sama kurir lebih waktu estimasi terus,1
cuman pake buat shopeefood dulu tiap topup saldo selalu aman tapi kenapa akhir akhir selalu potong walaupun ribu dua ribu ngaruh banget sumpah kalo mau topup lagi minimal paling bikin males tolong perbaikin deh thanks,1
gua cuma mau daftar akun pake nomer masih kagak anj gua baru pake udh mah daftar susah kagak mau lagi gua belanja sini,0
iklan maksain banget sih,1
kenapa dah shopee perkara nggak balas chat kurir karna belum buka itu chat jam malam posisi belum buka malah pesan batal udah dua kali kayak gin apa udah nunggu lama sekali hari mala batalin gitu aja astaga cuma istighfar,0
mantap kasih diskon,1
aplikasi bagus tapi makin kesini makin lelet kirim,1
kecewa jasa expedisi spx sering stuck komplain lama tangan kirim estimasi turut jasa expedisi telah monopoli oleh spx kirim lama recommended jasa expedisi,1
kadang datang sesuai,1
mantul jossssssssss top markitop,1
gin shope klo kalian mau iklan yaudah jangan langsung masuk appnya dongg orang baca wattpad gak pencet apa tiba tiba masuk shopee iklan sangat basa gak sih gausah kaya gitu ngapain coba iklan boleh kok iklan tapi jangan orang baru mencet novel langsung masuk shopee klo lain mah oke ajaa baguss klo iklan loo gak gausah maksa gitu iklan orang bukan tarik ilfil marah klo kya gin terus gimna mau suka app gak perhati lgi,0
jujur aja jasa kirim lelet rute muter gak jelas barang gak sampe tepat waktu layan solusi gak bantu gaada baik pihak shopee jasa kirim kecewa banget sih,1
sangat suka shopee jual tapi kurang suka dalam jasa kirim telat selalu tolong baik jasa kirim tepat istimasi tiba akurat aman dalam kirim barang jng sampai rusak,1
bahan besi cukup bagus moga awet dipake,1
knpa dwlod shoope pakai baru egk buat cek out tolong blz,1
kang mas paket sampai terimakasih paket lama gudang logistik kopo bandung mau tunggu matang biar makan tim jasa kirim gak serius kerja,1
maaf yaa kurang respect sama kalian coba bayangin kan lama belanja app kurir cepat antar paket antara morning and day skrg malah larut malam bgt nyampainya pdhl notifikasi kurir tugas antar paket jam biasa sampau jam siang malah nyampainya larut malam kasi bgt yah sampai nunggu paket pdhl bayar kdg cod bayar bahkan mau kasih tips sama kurir walaupun tdk byk buang waktu,0
tiba log out sendiri mau log lagi susah pdhl wifi lancar aja kecewa bgt pdhl guna shopee dulu kirain sering update bakal makin lancar nyata malah banyak ganggu,1
jauh masih senang,0
jelas banget sekarang shope sekarang jual suka banget nge batalin pesan tanpa sebab mana bayar pake transfer bank jadi masuk shope pay uang coba kalo pihak jual ngebatalin suka hati kek gin kasi reting jelek biar biasa dah mau beli lagi tapi naik harga otomatis harus isi nambah lagi shope paynya kalo mau balikin atm malah suruh download aplikasi lain ribet banget dah hidup gabisa apa langsung shope pay,0
aplikasi shopee indonesia sangat mantap lima bintang tapi kendal kalo waktu hari harus cepat,0
woi tolol gua sen makan bayar cod malah muncul udah cht ttep pler gua bayar bukan hutang,0
asekkk uang tilep lagi uhuyyy,0
aplikasi baik,0
tolong menginstalnya kok lama,0
baru buka aplikasi langsung muncul kotak gede pemberitahuan entah apa apa gak clean sih,0
lama belanja shopee belum perna jangan sampai kecewa tahan kan tingkat lagi layan terima kasih shopee,0
lumayan puas sesuai dgn pesan,1
shoppe baikk bgtt ngasih harga gue yng tadi nyangka loo tapi kendala pas gue mau cek out barang lain bisaa why yah,0
aplikasi bagus,0
kenapa fitur live chat,1
sangat manfaat semua orang,0
aplikasi super mudah belanja online buat malas keluar benar bantu belanja harga jangkau banyak diskon bonus,1
amanah baik,1
manfaat sangat efisien hari belanja sangat puas layan shopee bagai sangat percaya suka layan tim shoopee,1
makasih shopepay,1
sopie emang baik selalu gratis ongkir trus garansi tepat waktu pokok sopie,1
tolong baik layan shopee food lama banget layan antar kok sampai menit,0
aplikasi bagus belanja cuma kurang terlalu banyak iklan menganggu aplikasi lain,0
bagus sih cuma kalo lagi aplikasi lain nih kaya ttk pinterest gitu misal konten tentang shopee nah foto geser gitu pas geser tiba tiba aplikasi shopee langsung gitu gasuka aplagi kalo lagi mau belanja risih aja sii harus pindah lagi aplikasi lagi kita tonton,0
tolong ketat sistem shoppe agar kurir atau driver shopee bawa kabur paket mahal soal belakang perkara atas lagi ramai medsos,0
senag puas blnja shopee,1
barang palsu ngga balikin malah kasih bukti foto sama video masih bilang ngga bukti benar ngga jelas,0
aplikasi bagus sangat guna minus cuma kirim kadang lama banget gimana paket minggu gada kabar pantes banyak user pindah urusin dulu noh spx paket minggu masih gada kabar baru jujur kalo paket sampe return udah sih shopee uninstall aja,1
jelek karna gada opsi blokir seller niat,0
banyak oknum kurir didik shoopi pesan paket selalu jadwal ulang ujung tolak tanpa tahu tolong benerin paraddigma kurir jgn asal rekrut,0
mahal biaya,1
ingin guna shopee paylater,1
bagus banyak diskon,1
belanja mudah sesuai perlu,1
tolong baik aplikasi soal beberapa barang gak beli muncul ingat telah jadi salah silah coba beberapa saat lagi padahal koneksi internet lancar tolong baik nanti kasih bintang lima,0
beli barang tetapi barang buruk lucu nyata ulas buruk hapus oleh mereka pantesan saja banyak rasa rugi tipu beli shopee tolong fitur hapus review buruk boleh lagi agar kami beli pilih toko benar jual barang bagus agar kami rasa tipu beli barang mahal tahu barang kualitas buruk,0
bantu mudah belanja terimakasih crew shopee,1
bagus cuy cuma masalah sama game game waktu main shopee capot hadiah mewah kaya koin koin dll udah bayar pake koin punya trus capit malah ambil padahal posisi pas loh,1
ihh astaga apk bener bener nyebelin iklan mana mana woy tiap lagi log suatu apk pasti aja nih iklan shopee mana iklan lama lagi lucu sumpah sampe pernah bener bener kesel banget nih sma apk korban hape gara gara banting karna apk shopee banyak iklan mana pas lagi ada genting lagi muncul iklan plis gak sih kurang kurang ngin buat munculin iklan apk lain plisss moga baca yaaa kabulin,0
pokok shopy top deh cukup shopy aja langgan,1
aplikasi sampah,0
lama belanja shopee alhamdulillah lancar jaya thanks shopee,1
sesuai puasss,1
bagus banget,1
pusat bantu sangat baik dalam tangan msalah,1
oke layan shopee,1
netral harga saing tpi selalu akun batas,1
cepet,1
baru tau shopee sekarang tiap barang dateng ngga batas waktu biasa kasih hari sampai barang kembaliin sekarang cuma hari doang kalo ngga respon bakal kembaliin hari jugaa huhuhu pdhal nunggu bulan barang,0
layan chat kurir pada saat paket akan kirim alamt rumah,1
mantap dong soal belanja apk belah batalin uang hilang sini jamin belanja sambil tidur ribet harus naro tas belum apk duh sering permaluin oleh satpam spg tas tangan hanya isi dompet tuh wajib taro boleh bawa keluar wajib periksa oleh mereka semenjak shopee duh solusi baik belanja atau uang,0
banyak bonus atabhadiah buat beli pasti akan baik,1
tunjukin nama kurir sama nomor kurir ngirimnya,1
bintanfnya kurang sekarang banyak eror,0
keren harga murah,1
baik bom pernah kecewa,0
susah dapet limit spaylater extra,1
reminder mulai tipu atas nama shopee kirim link via chat harap hati hati guna shopee,1
rating jujur jujur kecewa sama shoppe akhir akhir kendala pertama kurir tau diri sama posisi dia malah minta uang banyak harga paket orang tua ibu tau brp harga paket ribu minta kurir ribu kembali masalah kurir harus paket kemarin tapi datang hari kirim tapi datang lagi bukan dulu kurir turut sama saja lindung kurir nakal,0
apk buruk masa gabisa fitur cod harus pake payment lain tolong dong tindak lanjut lagi developer sayang ingin fitur cod kembali benar pesan batal tetapi apakah salah sehingga buat fitur cod nonaktif buruk,0
barang sesuai,1
lag parah shoppe skrng,0
kami alami puas dlm brbelanja pernah brp kali kecewa brngny sesuai tapi klw pas sesuai gmbr,1
sedikit kecewa banyak barang jual sesuai pajang video datang telah pesan,0
trima kasih sopee,1
aplikasi lot parah mana lagi kirim super lama klo belanja dilazada minggu barang rumah,0
bagus pasti cocok buat mager,1
baru kecewa berat sama shoope kan jasa janji sama konsumen tepat waktu jam hari harus beres kerja pindah kerja tempat lain akhir dapat tambah dana tempat lain gara paket dalam kirim jam pagi smp jam malam datang seperti shoope emang amanah anggap konsumen penting kasihan seller shoope amanah tapi shoope brengsek,0
aplikasi bagus tapi iklan maksa banget gak pencet tiba tiba masuk aplikasi,0
sangat puas dgn layan kupirmasi pesan selalu tepat waktu,1
moga paket kali tidakk hilanggggg,1
mantab jiwa,1
setiabudi hari pesan setiabudi tapi belum kirim sangat kecewa layan spx,0
dapet promo gak habis habis bagus banget aplikasi cocok belanja,1
pernah kecewa aplikasi langgan aplikasi cukup lama terkadang guna bayar paylatter tetapi bulan lalu alami lambat bayar paylatter lama minggu kena bunga lambat tetapi masih teror orang dekat olah paylatter akan bayar sedang lama selalu tepat waktu cepat bayar sangat kecewa layan semua tagih paylatter lunas,0
apan nih kok bisa kirim salah jalur abis pesan stuk gak update beberapa hari lagi hadehhhh hadeh,0
aplikasi mudah banyak diskon gratis ongkirnya,1
baguss bgt apk nyaa percaya tpi tolong lah iklan jangan dmn pasti beli sini kok baca novel online iklan shopee pencet malah masuk apk kali kali tolong apk ttp sukakkk,0
aplikasi lot mau bayar checkout loading lama banget sampai gagal,0
rekomendasi kalian suka cari harga standar tapi kualitas,0
benar aplikasi bagus tapi gak suka sama iklan padahal kita lagi buka aplikasi lain tiba shopee,0
knp shopee tdk awas tindak tegas toko abal suka nipu beli sdh banyak beli keluh beri reting jelek sdh lapor pihak shopee lihat tuh toko ttp aja masih aktif jual,0
moga naik spaylaternya,1
sangat baik shopee sukses terus,1
woy apk napa org mencet apa tiba tiba masuk apk,0
aplikasi belanja andal,0
apk jelek,0
shopee rupa salah satu aplikasi belanja online baik sangat mudah guna dalam transaksi aplikasi milik tampil user friendly sehingga mudah guna bahkan oleh mula proses cari produk cepat praktis banyak pilih kategori lengkap salah satu unggul utama shopee adalah banyak promo tarik seperti gratis ongkir diskon besar cashback buat belanja hemat,1
kecewa bayar tagih paylater buat bulan depan habis bayar kasih paylater jauh kecil hasil bayar,0
langgan belanja dsni,1
gak sih shopee food alamat set default jadi gak ubah salah alamat order uang buang tolong pihak shopee set default gitu mau lokasi mana aja yaa lama set defaultnya udah atur enak sen biar harus cek buat sen alamat sesuai agak nyebelin buat orang kerja pindah tempat tapi tempat tinggal gak ubah,0
shopee nih ngeselin bngt sumpah udh lah biaya admin gede bngt tambah lagi bca suka muncull muncul tuh kira kira ngapa mencet apa apa tiba tiba muncul,0
kembali barang ribet kurir gamau ambil,0
bareng pesan semua sangat bagus sama persis seperti gambar,0
aneh alam kemarin shopee kasih voucher diskon besar tapi begitu sering dipake sistem deteksi aktivitas wajar akun beku sementara saat masih saldo investasi dalam telah cek review website nyata banyak alami hal rupa sangat resah investasi sini,1
aplikasi sangat bantu banget apalagi buat kita sibuk sempat mana tetapi masih belanja sesuatu mantap,1
thank you shopee,1
aman buat pesan,1
telah update malah muter video gak hadeh error mulu apk,0
barang dtg sesuai dgn iklan makin nyaman tuk blnj onlien sini,1
tolong jika toko fiktif jgn acc donh min kasi tipu,0
sangat bantu cari onderdil sepeda mototr,0
very good,1
sering blank,1
aplikasi belanja oke tapi kenapa mau daftar shoppe paylater engga terus,1
terima kasih shope karna shope bisnis lancar cuan banyak,1
lama langgan belanja online shopee kali pesan terima baik semua waktu barang bayar sesuai dgn pesan kurang dpt maklum krn harga murah layan kurrier sdh puas,1
kenapa shopee buka cusername lailimarkoni tolo dok,1
apa jadi shopee akhir paket lama banget nyampe sampai minggu baru nyampe cod pun udah nggak padahal shopee aplikasi online paling favorit,0
harga beda akun lain malas kesini belanja mending ditiktok aja belanja,0
jauh pakai shopee aman nyaman,1
shopee lama nganternya walaupun udh pake reguler sekalipun,0
woii sopi stop munculin diri waktu gue lagi baca wattpad kunyuk aahggggrrrrr,0
jujur kurang puas layan shope saat tiap pesan paket hampir minggu baru sampe alamat bukan sekali atau dua kali paket sampai sangat lama sementara apk lain cuma butuh beberapa hari buat sampai alamat,0
tempat belanja online lah pokok rekom,0
kirim lot kurir kurang ramah hey shopee kalo mitra bner dong mitra sama expres anjim mitra kok sama spx lot,0
parah sih shopeefood sen makan tapi harus sabar nunggu driver driver dapet dobel order punya udah tinggal nganter tapi masih nunggu order satu padahal antre bayangin lama udah laper bikin emosi,1
shopee gimana sii kembali barang kurirmya pada nggk mau pick hati hati blnja shopee return nunggu kurir pick kok nggk datang datang udah hari tolong dong klo nggk buat marketplace mending tutup cepat tiktok kembali,0
mantap aplikasi,0
sejak biaya subtotal ukur udh belanja apk masak beli barang harga harus nambah muke gile,1
sial banget dapat kirim jne akhir pesan stuck sampai susah buat hubung please shopee hapus semua kirim jne nyaman guna kirim spx kelola oleh shopee sendiri customer servicenya sendiri mudah buat hubung jauh pakai spx baik baik saja kendala tapi akhir akhir udah muak sama jne lelet lebih siput,0
mau return barang malah tolak oleh pihak shopee kata bukti kurang akurat padahal foto video jual saja return boleh shopee malah tolak tolol,0
alhamdulillah sesuai pesan,1
